Liver_1_ctrl	Liver_1_treat1	Liver_1_treat2	Liver_2_ctrl1	Liver_2_ctrl2	Liver_2_ctrl3	Liver_2_treat1	Liver_2_treat2	Liver_2_treat3	Adipo_1_ctrl	Adipo_1_treat1	Adipo_1_treat2	Adipo_2_ctrl1	Adipo_2_ctrl2	Adipo_2_ctrl3	Adipo_2_treat1	Adipo_2_treat2	Adipo_2_treat3
1700029M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029N11Rik	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0
1700030A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030C10Rik	7.5	8	4.5	10	8.5	24.5	12	2.085	8.345	19.5	16.84	21.5	0	0	0	0	0	0
1700030C12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030C14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030E10Rik	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1700030F04Rik	0	1	0	8	4	20	2	0	2	23	10	50	0	0	0	0	0	0
1700030I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030J22Rik	2	0	4	0	2	0	1	0	0	0	4	15	0	0	0	0	0	0
1700030K09Rik	25	22	18	39	8	0	43	23	17	0	27	20	0	0	0	0	0	0
1700030L20Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1700030L22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030N03Rik	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1700030N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030O20Rik	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
1700031A10Rik	32	23	39	27	41.77	83	21	14	13	6	0	16	0	0	0	0	0	0
1700031C06Rik	0	0	0	12	0	0	14	3	13	0	0	0	0	0	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031F10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031P21Rik	97	15	24	61	62	50	33	68.2	101	18	0	17	161	0	0	0	0	0
1700034B16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034G24Rik	28	43	44	40	40	28	12	13	18	9	23	22	0	0	0	0	0	0
1700034H15Rik	2	8	4	0	1	2	8	1	12	20	0	0	0	0	0	0	0	0
1700034J04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034J05Rik	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034P13Rik	13	15	0	4	1	2	6	0	1	21	4	14	0	0	0	0	0	0
1700036A12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700036G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	9.62	15	22	30	21	5	20	24	13	0	0	0	0	0	0	0	0	0
1700037F03Rik	0	5	0	16	0	0	0	0	0	0	0	8	0	0	0	0	0	0
1700039E22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700039I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700039M10Rik	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0
1700039M15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700039O17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040D17Rik	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0
1700040F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040L08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041A01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041B01Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041C23Rik	3	2	0	0	0	0	9	0	9	0	0	1	0	0	0	0	0	0
1700041G16Rik	4	6	3	0	0	2	10	1	0	5	0	0	0	0	0	0	0	0
1700041I07Rik	0	3	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0
1700041M05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042D02Rik	0	0	3	0	0	39	1	2	0	0	15	2	0	0	0	0	0	0
1700042G15Rik	2	13	29	5	30	18	16	17	33	6	4	13	317	0	0	0	0	0
1700042O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
1700045I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047E10Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1700047F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047G03Rik	394	21	8	414	526	50	68	269	503	0	0	0	0	0	0	0	0	0
1700047G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047K16Rik	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11Rik	0	0	0	0	6	0	0	0	0	6	11	6	0	0	0	0	0	0
1700047N06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047O18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048F04Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1700048M11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048O14Rik	0	5	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0
1700048O20Rik	0	14	1	13	5	27	48	23	8	18	24	12	0	0	0	0	0	0
1700048P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	26	31	53	35	2	3	16	11	17	0	0	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
1700051K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700052H01Rik	0	0	4	10	6	0	0	0	0	0	0	11	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	30	15	91	79	70	31	57	90	75	14	26	15	0	0	0	0	0	0
1700054A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054K02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0
1700054O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054O19Rik	3	0	9	10	0	0	3	18	15	0	4	6	113	375.92	160	185	445	148
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	12	15	6	2	11	17	15	42	21	9	6	6	0	0	0	0	0	0
1700056E22Rik	16	20	34	24	44	3	25	62	97	5	0	0	0	0	0	0	0	0
1700056N10Rik	0	0	20	12	0	0	0	6	0	0	4	3	0	0	0	0	0	0
1700057H15Rik	15	15	3	1	7	2	2	9	11	5	4	0.47	187	0	0	0	0	0
1700057H21Rik	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700058P15Rik	46	68	148	22	29	10	50	23	32	6	11	9	0	0	0	0	0	0
1700060C16Rik	1	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0
1700060J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060O08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061A03Rik	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061E17Rik	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
1700061E18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061H18Rik	5	6	12	0	0	0	0	2	0	13	0	2	0	0	0	0	0	0
1700061I17Rik	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
1700061J23Rik	3.1	0	16.89	11	23	0	7	6	3	3	0	0	0	0	0	0	0	0
1700061N14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700062C10Rik	12	3	23	14	44	16	7	8	6	2	0	7	122	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063H04Rik	61	0	0	6.61	21	0	8	8	15	0	0	0	0	0	0	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063J08Rik	0	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	49	0	0	19	0	22	11	17	3	30	34	1	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064N11Rik	0	5	2	0	0	0	14	3	14	0	0	0	0	0	0	0	0	0
1700065D16Rik	45	14	3	0	0	0	0	0	6	11	3	0	0	0	0	0	0	0
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J18Rik	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	18	5	13	10	32	1	0	0	20	4	0	8	0	0	0	0	0	0
1700066C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066M21Rik	5	1	8	19	6	5	16	23	64	25	43	28	0	0	0	0	0	0
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0
1700067P10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700069B07Rik	0	16	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0
1700069L16Rik	5	5	43	1	17	2	12	17	4	0	21	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071G01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072I22Rik	0	9	19	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0
1700072O05Rik	1	10	0	4	0	0	14	0	14	5	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	0	1	0	1	0	0	6	0	0	0	0	0	0	0	238.01	0	334	1
1700080C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080G18Rik	1	11	4	13	33	4	46	2	27	0	2	7	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081B01Rik	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081N11Rik	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1700082M22Rik	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0
1700083H02Rik	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	3	0	19	10	8	0	20	0	0	0	0	1	0	0	0	0	0	0
1700084D21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	17	9	21	31	6	24	46	43	46	37	5.47	14	0	0	0	0	0	0
1700084F23Rik	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1700084J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700085D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700085D22Rik	9	2	14	42	25	15	2	59	5	0	4	5	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0.5	0	10	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	60	76	80	94	89	36	35	158	74	38	19	27	0	0	0	0	0	0
1700086P04Rik	36	37	37	36	90	50	34	32	29	8	6	0	96	0	0	0	0	0
1700087I21Rik	210	80	128	267.01	296	119	178	240	215	131	91	85	127	0	0	0	1	1
1700087M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700088E04Rik	4	8	6	17	25	9	39	32	13	0	0	0	0	0	0	0	0	0
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	10	7	35.3	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700093J21Rik	0	0	0	0	0	0	6	3	1	0	1	0	0	0	0	0	0	0
1700093K21Rik	14	44	52	84	135	47	89	22	0	60	11	72	0	0	0	0	0	0
1700093P08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700094J05Rik	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0
1700094M23Rik	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	40	0
1700094M24Rik	25	5	4	1	7	0	0	10	0	0	21	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	18.06	8	19	56.49	30	1.01	10	12	2	18	7	14	2.08	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1700095J07Rik	0	16	0	0	14	7	0	12	21	0	8	2	0	0	0	0	0	0
1700095J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095K22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	12	26	68	65	56	34	63	252	104	15	16	3	0	0	0	0	0	0
1700097M23Rik	4	3	14	39	33	12	8	13	11	2	6	8	0	0	0	0	0	0
1700097N02Rik	0	7	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	1
1700099I09Rik	19	0	20	21	13	6	6	2	0	0	0	0	0	0	0	0	0	0
1700100I10Rik	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700100L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	1	3	0	1	0	6	0	0	0	2	0	0	0	0	0	0	0	0
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	0	0	1	42	20	5	0	19	8	4	0	4	0	0	0	0	0	0
1700102P08Rik	8	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0
1700104B16Rik	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	4	0	0	3	6	0	0	6	13	0	0	0	0	0	0	0	0	0
1700106O07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	56	16	45	23	26	44	8	21	4	13	4	9	2	1	0	0	1	0
1700108J01Rik	5	3	0	11	8	0	16	19	10	0	0	1	0	0	0	0	0	0
1700108N06Rik	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	9	10	21	0	10	0	6	5	0	3	0	1	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	3	5	7	0	0	25	3	0	1	6	6	0	0	0	0	0	0	0
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	42	38	85	42	51.19	55	11	34	79.04	26	27	37	3	0	0	0	0	0
1700110I01Rik	4	3	10	0	25	0	3	0	11	0	0	2	0	0	0	0	0	0
1700110I07Rik	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700111E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112D23Rik	0	11.66	30.42	14.78	0	0	32.38	31.89	28.42	4.1	1.57	11.06	0	0	0	0	0	0
1700112H15Rik	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J16Rik	11	12	23	16	38	50	45	23	45	7	20	13	0	0	0	0	0	0
1700112K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112M02Rik	2	17	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
1700113A16Rik	0	0	10	19	0	0	0	6	7	11	11	9	0	0	0	0	0	0
1700113B09Rik	0	0	0	0	0	0	0	1	0	7	11	5	0	0	0	0	0	0
1700113B19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700116B05Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1700119H24Rik	2	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120C14Rik	142	18	23.15	68.92	115.1	67.14	51.14	45.9	170	19.52	34.23	25	0	0	0	0	0	0
1700120C18Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	5	18	0	8	2	7	6	1	0	10	0	4	0	0	0	0	0	0
1700120G11Rik	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121C10Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122C19Rik	10.49	3	14	29	13.64	20	33.69	14	11.96	10	8	13	0	0	0	0	0	0
1700122E12Rik	1	21	0	0	8	0	0	9	9	0	5	3	0	0	0	0	112	0
1700122H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	5	0	3	4	0	0	2	0	1	0	0	0	0	0	0
1700123K08Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123M08Rik	59	11	6	12	11	6	36	0	5	9	0	0	0	0	0	0	0	0
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	77.99	39	50	105	92	32	73	169	153	91	149	209	0	0	0	0	0	1
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	4	0	0	0	0	0	19	1	2	5	0	0	0	0	0	0	0	0
1700124M09Rik	3	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700126A01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700126G02Rik	0	0	2	4	30	0	8	32	9	0	0	2	0	0	0	0	0	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700127F24Rik	2	2	2	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	2	0	0	0	0	0	0	2	0	0	72	0	0	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	1	0	0	3	15	9	0	23	9	0	0	0	132	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810008B01Rik	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
1810008I18Rik	12	20	5	5	0	14	11	0	13	933.89	1025	954	0	0	149	13	0	0
1810009A15Rik	137.82	46.43	54.92	121.49	183.04	147.62	187.91	212.36	136.53	318.45	122.21	149.34	63	0	0	0	0	0
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	11	2	10	16	56	13	18	23	30	28	6	34	0	0	0	0	0	0
1810010K12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810012K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810012K16Rik	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013D15Rik	0	2	0	5	0	0	0	9	0	4	5	7	0	0	0	0	0	0
1810014B01Rik	0	2.64	0	14.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810014P07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810017P11Rik	2	0	0	0	0	0	0	0	0	16	28.35	46	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	0	9	81	5	4	0	2	0	0	103	88	146	0	0	0	0	0	0
1810019N24Rik	66	66	61	81	117	36	93	63	38	18	18	19	0	0	0	0	0	0
1810021B22Rik	90	51	106	61	55	88	150	110	32	98	61	45	112	0	0	0	0	0
1810024B03Rik	143	89	70	147	212	28	175	175	289	73	112	157	0	0	0	0	3	1
1810028F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810030O07Rik	200	106	138	158	168	92	274	223	245	56	50	93	0	0	0	0	0	2
1810034E14Rik	15	18	0	7	8	30	34	5	31	51	31	67	0	0	0	0	0	0
1810035K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
